,weight,height,label,predict,
2389,0.61,0.635,fat,fat,
2390,0.5,0.98,thin,thin,
2391,0.5,0.66,fat,fat,
2392,0.36,0.915,thin,thin,
2393,0.56,0.905,thin,thin,
2394,0.56,0.705,fat,fat,
2395,0.45,0.635,fat,fat,
2396,0.71,0.84,fat,fat,
2397,0.56,0.92,thin,thin,
2398,0.78,0.785,fat,fat,
2399,0.59,0.975,thin,thin,
2400,0.73,0.715,fat,fat,
2401,0.8,0.695,fat,fat,
2402,0.46,0.705,normal,normal,
2403,0.44,0.725,normal,normal,
2404,0.39,0.6,fat,fat,
2405,0.73,0.895,normal,normal,
2406,0.61,0.76,fat,fat,
2407,0.74,0.93,normal,normal,
2408,0.62,0.635,fat,fat,
2409,0.77,0.995,normal,normal,
2410,0.58,0.775,normal,normal,
2411,0.42,0.86,thin,thin,
2412,0.79,0.765,fat,fat,
2413,0.77,0.935,normal,normal,
2414,0.76,0.985,normal,normal,
2415,0.41,0.76,thin,thin,
2416,0.38,0.69,normal,normal,
2417,0.41,0.605,fat,fat,
2418,0.51,0.68,fat,fat,
2419,0.71,0.84,fat,fat,
2420,0.42,0.935,thin,thin,
2421,0.52,0.75,normal,normal,
2422,0.57,0.77,normal,normal,
2423,0.76,0.765,fat,fat,
2424,0.42,0.895,thin,thin,
2425,0.6,0.72,fat,fat,
2426,0.64,0.83,normal,normal,
2427,0.52,0.765,normal,normal,
2428,0.61,0.75,fat,fat,
2429,0.54,0.965,thin,thin,
2430,0.56,0.875,thin,thin,
2431,0.58,0.845,normal,normal,
2432,0.58,0.88,normal,normal,
2433,0.8,0.875,fat,fat,
2434,0.46,0.72,normal,normal,
2435,0.5,0.9,thin,thin,
2436,0.56,0.695,fat,fat,
2437,0.55,0.735,fat,fat,
2438,0.74,0.81,fat,fat,
2439,0.65,0.94,thin,normal,
2440,0.62,0.69,fat,fat,
2441,0.37,0.74,thin,thin,
2442,0.75,0.68,fat,fat,
2443,0.52,0.985,thin,thin,
2444,0.43,0.9,thin,thin,
2445,0.37,0.86,thin,thin,
2446,0.41,0.925,thin,thin,
2447,0.42,0.885,thin,thin,
2448,0.69,0.65,fat,fat,
2449,0.52,0.94,thin,thin,
2450,0.59,0.695,fat,fat,
2451,0.39,0.705,normal,normal,
2452,0.35,0.81,thin,thin,
2453,0.6,0.69,fat,fat,
2454,0.66,0.61,fat,fat,
2455,0.6,0.925,thin,thin,
2456,0.38,0.705,normal,normal,
2457,0.75,0.755,fat,fat,
2458,0.65,0.715,fat,fat,
2459,0.39,0.815,thin,thin,
2460,0.67,0.66,fat,fat,
2461,0.4,0.855,thin,thin,
2462,0.6,0.715,fat,fat,
2463,0.64,0.625,fat,fat,
2464,0.52,0.77,normal,normal,
2465,0.48,0.665,fat,fat,
2466,0.36,0.705,thin,normal,
2467,0.42,0.85,thin,thin,
2468,0.51,0.75,normal,normal,
2469,0.51,0.62,fat,fat,
2470,0.51,0.885,thin,thin,
2471,0.79,0.755,fat,fat,
2472,0.66,0.635,fat,fat,
2473,0.62,0.98,thin,thin,
2474,0.47,0.81,thin,thin,
2475,0.41,0.965,thin,thin,
2476,0.48,0.915,thin,thin,
2477,0.54,0.775,normal,normal,
2478,0.4,0.8,thin,thin,
2479,0.69,0.64,fat,fat,
2480,0.74,0.65,fat,fat,
2481,0.61,0.635,fat,fat,
2482,0.7,0.73,fat,fat,
2483,0.55,0.785,normal,normal,
2484,0.61,0.885,normal,normal,
2485,0.61,0.605,fat,fat,
2486,0.72,0.72,fat,fat,
2487,0.45,0.625,fat,fat,
2488,0.36,0.61,normal,normal,
2489,0.74,0.665,fat,fat,
2490,0.71,0.6,fat,fat,
2491,0.57,0.895,thin,thin,
2492,0.37,0.78,thin,thin,
2493,0.36,0.975,thin,thin,
2494,0.64,0.92,normal,normal,
2495,0.8,0.615,fat,fat,
2496,0.4,0.68,normal,normal,
2497,0.53,0.97,thin,thin,
2498,0.48,0.8,normal,normal,
2499,0.54,0.89,thin,thin,
2500,0.46,0.73,normal,normal,
2501,0.37,0.895,thin,thin,
2502,0.43,0.78,thin,thin,
2503,0.78,0.805,fat,fat,
2504,0.36,0.62,normal,normal,
2505,0.43,0.71,normal,normal,
2506,0.79,0.67,fat,fat,
2507,0.65,0.965,thin,thin,
2508,0.69,0.73,fat,fat,
2509,0.55,0.775,normal,normal,
2510,0.64,0.85,normal,normal,
2511,0.72,0.835,fat,fat,
2512,0.69,0.7,fat,fat,
2513,0.37,0.925,thin,thin,
2514,0.59,0.93,thin,thin,
2515,0.39,0.785,thin,thin,
2516,0.53,0.905,thin,thin,
2517,0.42,0.73,normal,normal,
2518,0.56,0.765,normal,normal,
2519,0.36,0.785,thin,thin,
2520,0.4,0.7,normal,normal,
2521,0.76,0.975,normal,normal,
2522,0.72,0.92,normal,normal,
2523,0.7,0.96,normal,normal,
2524,0.74,0.945,normal,normal,
2525,0.69,0.865,normal,normal,
2526,0.66,0.915,normal,normal,
2527,0.44,0.9,thin,thin,
2528,0.54,0.8,normal,normal,
2529,0.63,0.705,fat,fat,
2530,0.58,0.845,normal,normal,
2531,0.5,0.815,normal,normal,
2532,0.74,0.93,normal,normal,
2533,0.48,0.655,fat,fat,
2534,0.57,0.65,fat,fat,
2535,0.8,0.91,normal,normal,
2536,0.56,0.825,normal,normal,
2537,0.41,0.665,normal,normal,
2538,0.41,0.835,thin,thin,
2539,0.37,0.62,normal,normal,
2540,0.57,0.905,thin,thin,
2541,0.38,0.795,thin,thin,
2542,0.36,0.71,thin,thin,
2543,0.62,0.785,fat,fat,
2544,0.43,0.88,thin,thin,
2545,0.59,0.805,normal,normal,
2546,0.75,0.635,fat,fat,
2547,0.61,0.96,thin,thin,
2548,0.73,0.615,fat,fat,
2549,0.57,0.825,normal,normal,
2550,0.71,0.885,normal,normal,
2551,0.44,0.81,thin,thin,
2552,0.68,0.895,normal,normal,
2553,0.45,0.84,thin,thin,
2554,0.66,0.81,fat,fat,
2555,0.8,0.73,fat,fat,
2556,0.49,0.97,thin,thin,
2557,0.6,0.6,fat,fat,
2558,0.62,0.675,fat,fat,
2559,0.61,0.66,fat,fat,
2560,0.72,0.87,normal,normal,
2561,0.44,0.975,thin,thin,
2562,0.65,0.9,normal,normal,
2563,0.75,0.68,fat,fat,
2564,0.41,0.685,normal,normal,
2565,0.74,0.875,normal,normal,
2566,0.51,0.695,fat,fat,
2567,0.77,0.88,normal,normal,
2568,0.41,0.705,normal,normal,
2569,0.39,0.81,thin,thin,
2570,0.64,0.89,normal,normal,
2571,0.6,0.82,normal,normal,
2572,0.4,0.62,fat,fat,
2573,0.64,0.73,fat,fat,
2574,0.54,0.85,normal,normal,
2575,0.67,0.925,normal,normal,
2576,0.43,0.695,normal,normal,
2577,0.38,0.865,thin,thin,
2578,0.59,0.81,normal,normal,
2579,0.39,0.825,thin,thin,
2580,0.72,0.88,normal,normal,
2581,0.69,0.795,fat,fat,
2582,0.48,0.945,thin,thin,
2583,0.59,0.815,normal,normal,
2584,0.61,0.905,normal,normal,
2585,0.45,0.675,normal,normal,
2586,0.42,0.815,thin,thin,
2587,0.74,0.735,fat,fat,
2588,0.62,0.665,fat,fat,
2589,0.68,0.99,thin,thin,
2590,0.52,0.975,thin,thin,
2591,0.61,0.765,fat,fat,
2592,0.6,0.795,normal,normal,
2593,0.65,0.975,thin,thin,
2594,0.64,0.855,normal,normal,
2595,0.78,0.985,normal,normal,
2596,0.39,0.805,thin,thin,
2597,0.5,0.69,fat,fat,
2598,0.35,0.63,normal,normal,
2599,0.49,0.73,normal,normal,
2600,0.59,0.74,fat,fat,
2601,0.57,0.6,fat,fat,
2602,0.4,0.645,normal,normal,
2603,0.63,0.8,normal,normal,
2604,0.76,0.865,fat,fat,
2605,0.58,0.67,fat,fat,
2606,0.8,0.875,fat,fat,
2607,0.65,0.74,fat,fat,
2608,0.67,0.865,normal,normal,
2609,0.41,0.94,thin,thin,
2610,0.45,0.7,normal,normal,
2611,0.75,0.75,fat,fat,
2612,0.56,0.63,fat,fat,
2613,0.55,0.92,thin,thin,
2614,0.73,0.62,fat,fat,
2615,0.49,0.735,normal,normal,
2616,0.44,0.72,normal,normal,
2617,0.6,0.95,thin,thin,
2618,0.38,0.78,thin,thin,
2619,0.42,0.63,fat,fat,
2620,0.79,0.64,fat,fat,
2621,0.36,0.885,thin,thin,
2622,0.39,0.755,thin,thin,
2623,0.53,0.9,thin,thin,
2624,0.8,1,normal,normal,
2625,0.39,0.7,normal,normal,
2626,0.79,0.92,normal,normal,
2627,0.42,0.925,thin,thin,
2628,0.46,0.625,fat,fat,
2629,0.44,0.845,thin,thin,
2630,0.45,0.845,thin,thin,
2631,0.45,0.64,fat,fat,
2632,0.49,0.71,normal,normal,
2633,0.65,0.75,fat,fat,
2634,0.58,0.625,fat,fat,
2635,0.65,0.665,fat,fat,
2636,0.64,0.67,fat,fat,
2637,0.49,0.895,thin,thin,
2638,0.67,0.85,normal,normal,
2639,0.43,0.72,normal,normal,
2640,0.64,0.88,normal,normal,
2641,0.4,0.86,thin,thin,
2642,0.65,0.98,thin,thin,
2643,0.37,0.72,thin,thin,
2644,0.47,0.635,fat,fat,
2645,0.57,0.82,normal,normal,
2646,0.76,0.615,fat,fat,
2647,0.47,0.775,normal,normal,
2648,0.71,0.94,normal,normal,
2649,0.56,0.675,fat,fat,
2650,0.78,0.79,fat,fat,
2651,0.78,0.895,normal,normal,
2652,0.77,0.62,fat,fat,
2653,0.37,0.945,thin,thin,
2654,0.65,0.95,thin,thin,
2655,0.64,0.8,normal,normal,
2656,0.68,0.695,fat,fat,
2657,0.59,0.83,normal,normal,
2658,0.37,0.65,normal,normal,
2659,0.52,0.745,normal,normal,
2660,0.56,0.63,fat,fat,
2661,0.79,0.765,fat,fat,
2662,0.49,0.695,fat,fat,
2663,0.46,0.725,normal,normal,
2664,0.63,0.65,fat,fat,
2665,0.65,0.81,normal,normal,
2666,0.47,0.6,fat,fat,
2667,0.36,0.8,thin,thin,
2668,0.52,0.865,thin,thin,
2669,0.79,0.965,normal,normal,
2670,0.62,0.975,thin,thin,
2671,0.49,0.905,thin,thin,
2672,0.59,0.98,thin,thin,
2673,0.74,0.635,fat,fat,
2674,0.77,0.795,fat,fat,
2675,0.56,0.845,normal,normal,
2676,0.43,0.69,normal,normal,
2677,0.44,0.915,thin,thin,
2678,0.72,0.865,normal,normal,
2679,0.73,0.61,fat,fat,
2680,0.47,0.705,normal,normal,
2681,0.77,0.765,fat,fat,
2682,0.65,0.81,normal,normal,
2683,0.58,0.87,normal,normal,
2684,0.79,0.855,fat,fat,
2685,0.69,0.74,fat,fat,
2686,0.49,0.635,fat,fat,
2687,0.8,0.655,fat,fat,
2688,0.64,0.77,fat,fat,
2689,0.66,0.77,fat,fat,
2690,0.63,0.81,normal,normal,
2691,0.41,0.84,thin,thin,
2692,0.64,0.87,normal,normal,
2693,0.58,0.94,thin,thin,
2694,0.55,0.92,thin,thin,
2695,0.8,0.99,normal,normal,
2696,0.75,0.65,fat,fat,
2697,0.47,0.94,thin,thin,
2698,0.38,0.605,fat,fat,
2699,0.43,0.69,normal,normal,
2700,0.47,0.825,thin,thin,
2701,0.77,0.605,fat,fat,
2702,0.71,0.625,fat,fat,
2703,0.65,0.69,fat,fat,
2704,0.62,0.835,normal,normal,
2705,0.41,0.61,fat,fat,
2706,0.46,0.99,thin,thin,
2707,0.35,0.705,thin,thin,
2708,0.41,0.905,thin,thin,
2709,0.37,0.99,thin,thin,
2710,0.44,0.915,thin,thin,
2711,0.76,0.64,fat,fat,
2712,0.75,0.72,fat,fat,
2713,0.77,0.975,normal,normal,
2714,0.44,0.67,normal,normal,
2715,0.7,0.815,fat,fat,
2716,0.38,0.675,normal,normal,
2717,0.48,0.98,thin,thin,
2718,0.65,0.86,normal,normal,
2719,0.41,0.94,thin,thin,
2720,0.57,0.87,normal,normal,
2721,0.73,0.795,fat,fat,
2722,0.65,0.945,thin,thin,
2723,0.37,0.77,thin,thin,
2724,0.46,0.74,normal,normal,
2725,0.48,0.63,fat,fat,
2726,0.37,0.845,thin,thin,
2727,0.54,0.71,fat,fat,
2728,0.64,0.695,fat,fat,
2729,0.56,0.905,thin,thin,
2730,0.73,0.75,fat,fat,
2731,0.72,0.73,fat,fat,
2732,0.39,0.945,thin,thin,
2733,0.59,0.995,thin,thin,
2734,0.75,0.915,normal,normal,
2735,0.72,0.64,fat,fat,
2736,0.58,0.75,fat,fat,
2737,0.37,0.66,normal,normal,
2738,0.48,0.82,thin,thin,
2739,0.78,0.67,fat,fat,
2740,0.39,0.915,thin,thin,
2741,0.5,0.87,thin,thin,
2742,0.71,0.89,normal,normal,
2743,0.57,0.875,normal,normal,
2744,0.51,0.69,fat,fat,
2745,0.63,0.795,normal,normal,
2746,0.76,0.945,normal,normal,
2747,0.38,0.845,thin,thin,
2748,0.48,0.8,normal,normal,
2749,0.63,0.695,fat,fat,
2750,0.48,0.795,normal,normal,
2751,0.57,1,thin,thin,
2752,0.79,0.91,normal,normal,
2753,0.8,0.62,fat,fat,
2754,0.57,0.925,thin,thin,
2755,0.39,0.98,thin,thin,
2756,0.56,0.835,normal,normal,
2757,0.59,0.925,thin,thin,
2758,0.56,0.925,thin,thin,
2759,0.64,0.95,thin,thin,
2760,0.79,0.93,normal,normal,
2761,0.63,0.745,fat,fat,
2762,0.36,0.74,thin,thin,
2763,0.74,0.61,fat,fat,
2764,0.63,0.725,fat,fat,
2765,0.59,0.91,thin,thin,
2766,0.62,0.695,fat,fat,
2767,0.48,0.895,thin,thin,
2768,0.5,0.96,thin,thin,
2769,0.35,0.955,thin,thin,
2770,0.47,0.83,thin,thin,
2771,0.57,0.935,thin,thin,
2772,0.58,0.855,normal,normal,
2773,0.63,0.97,thin,thin,
2774,0.62,0.78,fat,fat,
2775,0.7,0.86,normal,normal,
2776,0.49,0.84,thin,thin,
2777,0.64,0.965,thin,thin,
2778,0.48,0.62,fat,fat,
2779,0.8,0.775,fat,fat,
2780,0.61,0.705,fat,fat,
2781,0.76,0.625,fat,fat,
2782,0.47,0.63,fat,fat,
2783,0.36,0.87,thin,thin,
2784,0.49,0.64,fat,fat,
2785,0.53,0.78,normal,normal,
2786,0.74,0.94,normal,normal,
2787,0.55,0.68,fat,fat,
2788,0.37,0.87,thin,thin,
2789,0.63,0.76,fat,fat,
2790,0.52,0.83,normal,normal,
2791,0.51,0.65,fat,fat,
2792,0.73,0.835,fat,fat,
2793,0.5,0.695,fat,fat,
2794,0.47,0.89,thin,thin,
2795,0.57,0.73,fat,fat,
2796,0.58,0.91,thin,thin,
2797,0.68,0.915,normal,normal,
2798,0.73,0.895,normal,normal,
2799,0.45,0.675,normal,normal,
2800,0.42,0.91,thin,thin,
2801,0.53,0.935,thin,thin,
2802,0.7,0.645,fat,fat,
2803,0.5,0.725,normal,normal,
2804,0.53,0.71,fat,fat,
2805,0.58,0.735,fat,fat,
2806,0.4,0.725,normal,normal,
2807,0.58,0.87,normal,normal,
2808,0.36,0.97,thin,thin,
2809,0.49,0.76,normal,normal,
2810,0.63,0.96,thin,thin,
2811,0.55,0.65,fat,fat,
2812,0.43,0.615,fat,fat,
2813,0.73,0.755,fat,fat,
2814,0.57,0.81,normal,normal,
2815,0.52,0.61,fat,fat,
2816,0.71,0.96,normal,normal,
2817,0.8,0.915,normal,normal,
2818,0.52,0.675,fat,fat,
2819,0.57,0.785,normal,normal,
2820,0.4,0.64,normal,normal,
2821,0.41,0.82,thin,thin,
2822,0.69,0.66,fat,fat,
2823,0.7,0.665,fat,fat,
2824,0.65,0.825,normal,normal,
2825,0.51,0.94,thin,thin,
2826,0.79,0.99,normal,normal,
2827,0.75,0.785,fat,fat,
2828,0.67,0.78,fat,fat,
2829,0.72,0.74,fat,fat,
2830,0.53,0.795,normal,normal,
2831,0.7,0.885,normal,normal,
2832,0.78,0.93,normal,normal,
2833,0.61,0.85,normal,normal,
2834,0.62,0.795,normal,normal,
2835,0.43,0.7,normal,normal,
2836,0.54,0.87,thin,thin,
2837,0.73,0.76,fat,fat,
2838,0.76,0.86,fat,fat,
2839,0.46,0.85,thin,thin,
2840,0.77,0.86,fat,fat,
2841,0.4,0.69,normal,normal,
2842,0.47,0.84,thin,thin,
2843,0.67,0.73,fat,fat,
2844,0.7,0.815,fat,fat,
2845,0.4,1,thin,thin,
2846,0.53,0.665,fat,fat,
2847,0.62,0.815,normal,normal,
2848,0.8,0.845,fat,fat,
2849,0.74,0.87,normal,normal,
2850,0.52,0.89,thin,thin,
2851,0.77,0.685,fat,fat,
2852,0.43,0.675,normal,normal,
2853,0.53,0.81,normal,normal,
2854,0.66,0.615,fat,fat,
2855,0.36,0.825,thin,thin,
2856,0.39,0.775,thin,thin,
2857,0.56,1,thin,thin,
2858,0.71,0.925,normal,normal,
2859,0.57,0.695,fat,fat,
2860,0.67,0.755,fat,fat,
2861,0.77,0.62,fat,fat,
2862,0.76,0.865,fat,fat,
2863,0.48,0.855,thin,thin,
2864,0.66,0.94,normal,normal,
2865,0.8,0.63,fat,fat,
2866,0.35,0.685,normal,normal,
2867,0.62,0.755,fat,fat,
2868,0.4,0.925,thin,thin,
2869,0.66,0.92,normal,normal,
2870,0.56,0.71,fat,fat,
2871,0.41,0.76,thin,thin,
2872,0.72,0.65,fat,fat,
2873,0.58,0.845,normal,normal,
2874,0.63,0.905,normal,normal,
2875,0.39,0.97,thin,thin,
2876,0.72,0.69,fat,fat,
2877,0.42,0.97,thin,thin,
2878,0.59,0.67,fat,fat,
2879,0.45,0.95,thin,thin,
2880,0.7,0.94,normal,normal,
2881,0.71,0.96,normal,normal,
2882,0.5,0.705,fat,fat,
2883,0.65,0.645,fat,fat,
2884,0.37,0.93,thin,thin,
2885,0.35,0.99,thin,thin,
2886,0.53,0.75,normal,normal,
2887,0.4,0.79,thin,thin,
2888,0.75,0.95,normal,normal,
2889,0.42,0.85,thin,thin,
2890,0.67,0.995,thin,thin,
2891,0.64,0.72,fat,fat,
2892,0.39,0.775,thin,thin,
2893,0.52,0.955,thin,thin,
2894,0.45,0.685,normal,normal,
2895,0.77,0.88,normal,normal,
2896,0.74,0.605,fat,fat,
2897,0.62,0.645,fat,fat,
2898,0.39,0.615,fat,fat,
2899,0.39,0.925,thin,thin,
2900,0.71,0.96,normal,normal,
2901,0.56,0.97,thin,thin,
2902,0.7,0.855,normal,normal,
2903,0.5,0.69,fat,fat,
2904,0.37,0.675,normal,normal,
2905,0.44,0.645,fat,fat,
2906,0.63,0.765,fat,fat,
2907,0.57,0.825,normal,normal,
2908,0.48,0.9,thin,thin,
2909,0.48,0.825,thin,thin,
2910,0.4,0.96,thin,thin,
2911,0.59,0.92,thin,thin,
2912,0.67,0.945,normal,normal,
2913,0.49,0.825,thin,thin,
2914,0.55,0.71,fat,fat,
2915,0.36,0.71,thin,thin,
2916,0.66,0.635,fat,fat,
2917,0.49,0.8,normal,normal,
2918,0.44,0.7,normal,normal,
2919,0.41,0.985,thin,thin,
2920,0.49,0.63,fat,fat,
2921,0.35,0.775,thin,thin,
2922,0.51,0.745,normal,normal,
2923,0.68,0.7,fat,fat,
2924,0.49,0.815,thin,thin,
2925,0.68,0.725,fat,fat,
2926,0.66,0.98,thin,thin,
2927,0.56,0.69,fat,fat,
2928,0.55,0.785,normal,normal,
2929,0.65,0.895,normal,normal,
2930,0.52,0.955,thin,thin,
2931,0.43,0.83,thin,thin,
2932,0.75,0.81,fat,fat,
2933,0.57,0.845,normal,normal,
2934,0.66,0.66,fat,fat,
2935,0.62,0.815,normal,normal,
2936,0.8,0.91,normal,normal,
2937,0.74,0.645,fat,fat,
2938,0.4,0.63,fat,fat,
2939,0.75,0.885,normal,normal,
2940,0.51,0.7,fat,fat,
2941,0.65,0.835,normal,normal,
2942,0.48,0.64,fat,fat,
2943,0.74,0.64,fat,fat,
2944,0.52,0.705,fat,fat,
2945,0.57,0.655,fat,fat,
2946,0.45,0.76,normal,normal,
2947,0.44,0.83,thin,thin,
2948,0.8,0.795,fat,fat,
2949,0.59,0.97,thin,thin,
2950,0.45,0.735,normal,normal,
2951,0.8,0.635,fat,fat,
2952,0.53,0.74,normal,normal,
2953,0.4,0.71,normal,normal,
2954,0.66,0.745,fat,fat,
2955,0.63,0.92,normal,normal,
2956,0.65,0.94,thin,normal,
2957,0.41,0.72,normal,normal,
2958,0.72,0.925,normal,normal,
2959,0.71,0.74,fat,fat,
2960,0.71,0.85,normal,normal,
2961,0.74,0.92,normal,normal,
2962,0.49,0.835,thin,thin,
2963,0.77,0.94,normal,normal,
2964,0.44,0.775,thin,thin,
2965,0.62,0.975,thin,thin,
2966,0.42,0.84,thin,thin,
2967,0.77,0.945,normal,normal,
2968,0.45,0.76,normal,normal,
2969,0.77,0.65,fat,fat,
2970,0.69,0.94,normal,normal,
2971,0.62,0.61,fat,fat,
2972,0.39,0.805,thin,thin,
2973,0.62,0.8,normal,normal,
2974,0.53,0.77,normal,normal,
2975,0.64,0.755,fat,fat,
2976,0.47,0.66,fat,fat,
2977,0.43,0.905,thin,thin,
2978,0.67,0.605,fat,fat,
2979,0.52,0.97,thin,thin,
2980,0.55,0.825,normal,normal,
2981,0.74,0.865,normal,normal,
2982,0.69,0.835,normal,normal,
2983,0.8,0.685,fat,fat,
2984,0.79,0.88,fat,fat,
2985,0.4,0.865,thin,thin,
2986,0.42,0.94,thin,thin,
2987,0.79,0.795,fat,fat,
2988,0.46,0.635,fat,fat,
2989,0.77,0.85,fat,fat,
2990,0.36,0.965,thin,thin,
2991,0.7,0.675,fat,fat,
2992,0.72,0.945,normal,normal,
2993,0.74,0.705,fat,fat,
2994,0.63,0.945,thin,thin,
2995,0.64,0.62,fat,fat,
2996,0.41,0.87,thin,thin,
2997,0.67,0.755,fat,fat,
2998,0.56,0.79,normal,normal,
2999,0.44,0.715,normal,normal,
3000,0.74,0.785,fat,fat,
3001,0.38,0.93,thin,thin,
3002,0.58,0.735,fat,fat,
3003,0.64,0.895,normal,normal,
3004,0.45,0.785,thin,thin,
3005,0.37,0.935,thin,thin,
3006,0.61,0.83,normal,normal,
3007,0.36,0.815,thin,thin,
3008,0.7,0.76,fat,fat,
3009,0.61,0.78,fat,normal,
3010,0.36,0.685,normal,normal,
3011,0.51,0.685,fat,fat,
3012,0.72,0.895,normal,normal,
3013,0.64,0.73,fat,fat,
3014,0.55,0.87,thin,thin,
3015,0.6,0.705,fat,fat,
3016,0.74,0.62,fat,fat,
3017,0.46,0.89,thin,thin,
3018,0.72,0.91,normal,normal,
3019,0.66,0.73,fat,fat,
3020,0.78,0.87,fat,fat,
3021,0.35,0.845,thin,thin,
3022,0.71,0.95,normal,normal,
3023,0.49,0.69,fat,fat,
3024,0.65,0.76,fat,fat,
3025,0.69,0.76,fat,fat,
3026,0.41,0.765,thin,thin,
3027,0.36,0.925,thin,thin,
3028,0.39,0.82,thin,thin,
3029,0.53,0.995,thin,thin,
3030,0.79,0.95,normal,normal,
3031,0.7,0.655,fat,fat,
3032,0.38,0.78,thin,thin,
3033,0.51,1,thin,thin,
3034,0.77,0.965,normal,normal,
3035,0.56,0.66,fat,fat,
3036,0.36,0.79,thin,thin,
3037,0.75,0.655,fat,fat,
3038,0.45,0.75,normal,normal,
3039,0.77,0.605,fat,fat,
3040,0.36,0.68,normal,normal,
3041,0.47,0.62,fat,fat,
3042,0.7,0.675,fat,fat,
3043,0.65,0.985,thin,thin,
3044,0.7,0.875,normal,normal,
3045,0.46,0.625,fat,fat,
3046,0.55,0.83,normal,normal,
3047,0.78,0.95,normal,normal,
3048,0.48,0.745,normal,normal,
3049,0.58,0.86,normal,normal,
3050,0.78,0.905,normal,normal,
3051,0.4,0.67,normal,normal,
3052,0.56,0.675,fat,fat,
3053,0.72,0.965,normal,normal,
3054,0.47,0.995,thin,thin,
3055,0.35,0.97,thin,thin,
3056,0.63,0.845,normal,normal,
3057,0.77,0.94,normal,normal,
3058,0.45,0.74,normal,normal,
3059,0.4,0.99,thin,thin,
3060,0.7,0.675,fat,fat,
3061,0.45,0.97,thin,thin,
3062,0.55,0.98,thin,thin,
3063,0.44,1,thin,thin,
3064,0.49,0.63,fat,fat,
3065,0.4,0.765,thin,thin,
3066,0.77,0.625,fat,fat,
3067,0.77,0.76,fat,fat,
3068,0.69,0.605,fat,fat,
3069,0.76,0.865,fat,fat,
3070,0.36,0.885,thin,thin,
3071,0.48,0.725,normal,normal,
3072,0.54,0.615,fat,fat,
3073,0.48,1,thin,thin,
3074,0.4,0.62,fat,fat,
3075,0.65,0.845,normal,normal,
3076,0.62,0.87,normal,normal,
3077,0.47,0.64,fat,fat,
3078,0.58,0.985,thin,thin,
3079,0.71,0.745,fat,fat,
3080,0.65,0.665,fat,fat,
3081,0.65,0.975,thin,thin,
3082,0.68,0.665,fat,fat,
3083,0.48,0.76,normal,normal,
3084,0.73,0.85,fat,fat,
3085,0.59,0.6,fat,fat,
3086,0.73,0.72,fat,fat,
3087,0.49,0.68,fat,fat,
3088,0.4,0.715,normal,normal,
3089,0.64,0.855,normal,normal,
3090,0.76,0.905,normal,normal,
3091,0.43,0.87,thin,thin,
3092,0.68,0.6,fat,fat,
3093,0.5,0.7,fat,fat,
3094,0.71,0.79,fat,fat,
3095,0.63,0.98,thin,thin,
3096,0.56,0.91,thin,thin,
3097,0.76,0.71,fat,fat,
3098,0.42,0.945,thin,thin,
3099,0.54,0.745,normal,normal,
3100,0.67,0.81,fat,fat,
3101,0.38,0.69,normal,normal,
3102,0.37,0.68,normal,normal,
3103,0.55,0.66,fat,fat,
3104,0.75,0.98,normal,normal,
3105,0.49,0.83,thin,thin,
3106,0.45,0.66,fat,fat,
3107,0.78,0.69,fat,fat,
3108,0.52,0.955,thin,thin,
3109,0.49,0.86,thin,thin,
3110,0.55,0.675,fat,fat,
3111,0.71,0.875,normal,normal,
3112,0.8,0.89,fat,fat,
3113,0.47,1,thin,thin,
3114,0.42,0.915,thin,thin,
3115,0.69,0.91,normal,normal,
3116,0.57,0.655,fat,fat,
3117,0.64,0.61,fat,fat,
3118,0.74,0.655,fat,fat,
3119,0.42,0.795,thin,thin,
3120,0.45,0.81,thin,thin,
3121,0.79,0.87,fat,fat,
3122,0.64,0.795,fat,fat,
3123,0.62,0.99,thin,thin,
3124,0.71,0.635,fat,fat,
3125,0.55,0.975,thin,thin,
3126,0.47,0.945,thin,thin,
3127,0.38,0.745,thin,thin,
3128,0.52,0.66,fat,fat,
3129,0.71,0.815,fat,fat,
3130,0.6,0.645,fat,fat,
3131,0.74,0.99,normal,normal,
3132,0.65,0.775,fat,fat,
3133,0.58,0.785,normal,normal,
3134,0.44,0.82,thin,thin,
3135,0.58,0.94,thin,thin,
3136,0.49,0.87,thin,thin,
3137,0.37,0.815,thin,thin,
3138,0.61,0.79,normal,normal,
3139,0.71,0.895,normal,normal,
3140,0.58,0.94,thin,thin,
3141,0.71,0.67,fat,fat,
3142,0.64,0.7,fat,fat,
3143,0.39,0.715,normal,normal,
3144,0.47,0.655,fat,fat,
3145,0.8,0.955,normal,normal,
3146,0.66,0.835,normal,normal,
3147,0.72,0.86,normal,normal,
3148,0.37,0.735,thin,thin,
3149,0.43,0.745,normal,normal,
3150,0.69,0.665,fat,fat,
3151,0.49,0.945,thin,thin,
3152,0.58,0.625,fat,fat,
3153,0.64,0.935,thin,thin,
3154,0.65,0.785,fat,fat,
3155,0.36,0.815,thin,thin,
3156,0.63,0.94,thin,thin,
3157,0.37,0.83,thin,thin,
3158,0.72,0.605,fat,fat,
3159,0.8,0.865,fat,fat,
3160,0.45,0.985,thin,thin,
3161,0.35,0.79,thin,thin,
3162,0.67,0.78,fat,fat,
3163,0.37,0.83,thin,thin,
3164,0.57,0.725,fat,fat,
3165,0.51,0.92,thin,thin,
3166,0.53,0.81,normal,normal,
